TWEETID    PREDICTEDVALUE    PROBABILITY    ACTUALVALUE RESULT
449871411327533056    gl    -1.67E+02    es    wrong
449871920717369344    gl    -1.00E+02    es    wrong
449872949760499712    eu    -1.93E+02    eu    correct
449876048172556288    en    -8.48E+01    en    correct
449879818830880768    en    -2.08E+01    en    correct
449880535889113088    ca    -1.12E+02    ca    correct
449886589729402880    gl    -1.28E+02    es    wrong
449887967814094848    eu    -9.16E+01    es    wrong
449888274082189314    gl    -7.82E+01    es    wrong
449893060550602753    en    -9.72E+01    en    correct
449896517923790848    es    -4.91E+01    es    correct
449896880450068480    gl    -1.02E+02    es    wrong
449896950213926912    eu    -6.66E+01    eu    correct
449897447448649728    eu    -4.26E+01    eu    correct
449899061895004161    pt    -7.58E+01    es    wrong
449900608007729152    gl    -1.26E+02    es    wrong
449900967929331713    es    -9.08E+01    es    correct
449904979986632704    gl    -2.01E+02    es    wrong
449907292977524736    en    -2.52E+01    es    wrong
449909048260198400    gl    -8.10E+01    es    wrong
449909607667077121    gl    -1.49E+02    es    wrong
449910176913817600    gl    -5.60E+01    es    wrong
449915400256749568    gl    -1.02E+02    es    wrong
449917798157131776    gl    -2.15E+02    es    wrong
449919608099966976    gl    -2.09E+02    es    wrong
449920457014517760    gl    -1.80E+02    es    wrong
449921305845178368    es    -1.41E+02    es    correct
449922991695355904    gl    -7.27E+01    es    wrong
449924409198116864    gl    -2.08E+02    es    wrong
449927184405516288    ca    -8.15E+01    es    wrong
449929217544060928    gl    -6.34E+01    es    wrong
449929572319264768    ca    -4.03E+01    es    wrong
449933853118197760    ca    -7.90E+01    es    wrong
449941891556343808    pt    -2.28E+01    es    wrong
449946984708075521    es    -1.97E+01    es    correct
449948378626293760    es    -4.07E+01    es    correct
449956154622623744    en    -1.63E+02    en    correct
449957302180016128    en    -2.07E+02    en    correct
449960877249552384    gl    -2.10E+02    es    wrong
449963622736076800    eu    -1.43E+01    es    wrong
449970584739667968    gl    -4.60E+01    es    wrong
449975336437317632    en    -1.19E+02    es    wrong
449978558497443840    gl    -5.24E+01    es    wrong
449978775930163200    eu    -8.93E+01    es    wrong
449979880223297537    gl    -4.74E+01    es    wrong
449980015669960704    es    -4.02E+01    es    correct
449980963389702144    eu    -1.15E+02    eu    correct
449981324238270464    gl    -7.00E+01    es    wrong
449982511154987008    gl    -5.16E+01    es    wrong
449982641123897344    gl    -3.26E+01    es    wrong
449983147485462529    eu    -1.10E+01    es    wrong
449983728673370112    en    -1.39E+02    es    wrong
449985592403951616    en    -9.90E+01    es    wrong
449999401080352768    gl    -2.37E+01    es    wrong
450001848951640066    gl    -8.02E+01    es    wrong
450005221423734784    gl    -1.31E+01    es    wrong
450006346147315712    gl    -5.37E+01    es    wrong
450010115908071426    gl    -1.03E+02    es    wrong
450010168999559168    eu    -1.71E+02    es    wrong
450012789466464256    ca    -4.07E+01    es    wrong
450013593988513792    gl    -7.88E+01    es    wrong
450013803422707713    gl    -6.69E+01    es    wrong
450016830804230145    gl    -9.13E+01    es    wrong
450017839622414336    gl    -4.80E+01    es    wrong
450018472379318272    en    -1.18E+02    es    wrong
450020904131891201    gl    -3.80E+01    es    wrong
450022962851495936    gl    -1.92E+01    es    wrong
450023894276382720    gl    -2.10E+02    es    wrong
450024380517867522    gl    -1.39E+02    es    wrong
450026086324535297    gl    -1.93E+02    es    wrong
450027935299538944    en    -1.01E+02    en    correct
450028862412697603    gl    -7.61E+01    es    wrong
450030984709562368    eu    -7.35E+01    eu    correct
450033273729982464    gl    -1.09E+02    es    wrong
450035342197141505    ca    -7.25E+01    es    wrong
450036891895988224    en    -3.74E+01    en    correct
450038893623410688    en    -1.72E+01    es    wrong
450041407227834369    gl    -1.13E+02    es    wrong
450041437393268736    ca    -9.31E+01    es    wrong
450044203679383552    gl    -4.39E+01    es    wrong
450044682429808640    ca    -3.42E+01    es    wrong
450045486641471488    gl    -1.02E+02    es    wrong
450045487869997056    en    -6.48E+01    en    correct
450047849007685632    es    -2.15E+01    es    correct
450049484182278144    gl    -1.72E+02    es    wrong
450051567862161408    gl    -6.20E+01    es    wrong
450053388785709056    eu    -1.29E+01    eu    correct
450054105789382656    gl    -1.61E+02    es    wrong
450054825234157568    eu    -1.31E+02    eu    correct
450055786719629313    gl    -8.40E+01    es    wrong
450057375228370944    gl    -9.12E+01    es    wrong
450058601521221632    gl    -9.31E+01    es    wrong
450058680177033217    es    -6.57E+01    es    correct
450058992153546752    eu    -6.05E+01    eu    correct
450060741069250561    ca    -6.68E+01    es    wrong
450060873403756545    eu    -7.66E+00    eu    correct
450064202854838272    gl    -7.32E+01    es    wrong
450066477803376640    gl    -8.31E+01    es    wrong
450066519322812416    es    -2.04E+02    es    correct
450067321827373056    es    -9.59E+01    es    correct
450068034645143552    eu    -5.20E+01    eu    correct
450070500325466112    gl    -1.68E+02    es    wrong
450074267066331136    en    -5.77E+01    es    wrong
450076963177525248    gl    -1.94E+02    es    wrong
450090181249753088    gl    -7.43E+01    es    wrong
450090911880736768    gl    -7.01E+01    es    wrong
450106821211353088    pt    -5.74E+01    es    wrong
450107633916469248    ca    -3.71E+01    es    wrong
450112669849501698    gl    -4.75E+01    es    wrong
450115180249501696    gl    -2.47E+01    es    wrong
450140117546831872    en    -5.14E+01    es    wrong
450155504485273600    eu    -5.19E+01    es    wrong
450156640571232256    es    -3.52E+01    es    correct
450161026412339200    eu    -7.15E+01    eu    correct
450161437143732224    ca    -5.88E+01    es    wrong
450174743736778752    eu    -1.89E+02    es    wrong
450180030132654080    gl    -1.16E+02    es    wrong
450185176208113664    gl    -1.16E+02    es    wrong
450185489904328704    ca    -1.05E+02    es    wrong
450187131026440192    eu    -8.45E+01    eu    correct
450191749601046529    gl    -3.25E+01    es    wrong
450191819603968000    gl    -4.15E+01    es    wrong
450194086751125505    gl    -2.86E+01    es    wrong
450196350660276224    en    -1.71E+02    es    wrong
450197902879899648    ca    -8.09E+01    es    wrong
450201581976551424    gl    -1.37E+01    es    wrong
450201909660762112    eu    -4.08E+01    eu    correct
450202401455505408    gl    -9.54E+01    es    wrong
450203869386387456    gl    -5.13E+01    es    wrong
450211573198761984    gl    -8.23E+01    es    wrong
450214413833089024    gl    -1.18E+02    es    wrong
450217553353523200    gl    -9.75E+01    es    wrong
450221721032085504    es    -3.37E+01    es    correct
450222318728790016    gl    -1.28E+02    es    wrong
450223073644785664    en    -3.85E+01    es    wrong
450224156026896384    gl    -2.00E+02    es    wrong
450224490157727744    gl    -9.49E+01    es    wrong
450225333946843136    en    -4.64E+01    en    correct
450229161941282817    gl    -1.28E+02    es    wrong
450230054115868672    es    -1.51E+02    es    correct
450233750891528192    gl    -9.26E+01    es    wrong
450234303231037440    ca    -6.84E+01    es    wrong
450234306204803072    eu    -1.82E+02    eu    correct
450236251044859904    eu    -4.35E+01    eu    correct
450237871291498496    eu    -8.58E+01    es    wrong
450237949318545408    gl    -1.59E+02    es    wrong
450241538573234176    gl    -2.16E+02    es    wrong
450245178721193984    ca    -8.94E+01    es    wrong
450247274091020290    en    -5.57E+01    pt    wrong
450248934209101825    es    -5.76E+01    es    correct
450249097069752320    gl    -5.55E+01    es    wrong
450250841333968896    eu    -1.32E+02    eu    correct
450254436032864256    gl    -4.37E+01    es    wrong
450256750172995584    gl    -1.95E+02    es    wrong
450257457726910464    es    -8.44E+01    es    correct
450261681101606912    eu    -1.35E+02    eu    correct
450263371615830016    gl    -1.65E+02    es    wrong
450265012201082880    gl    -1.74E+02    es    wrong
450265259375616000    gl    -1.69E+02    es    wrong
450265833047339008    ca    -3.97E+01    es    wrong
450266161532649472    gl    -1.08E+02    es    wrong
450272466578186240    gl    -7.55E+01    es    wrong
450273940062339072    pt    -1.90E+02    es    wrong
450273985943859200    gl    -1.18E+02    es    wrong
450277432499916800    eu    -4.94E+01    eu    correct
450277655087448064    gl    -9.78E+01    es    wrong
450278758776590336    gl    -1.57E+02    es    wrong
450289303030333440    gl    -1.26E+02    es    wrong
450290202859560960    gl    -1.45E+02    es    wrong
450294938245554176    pt    -1.02E+02    es    wrong
450296661483745281    es    -2.86E+01    es    correct
450298255612862464    gl    -1.53E+02    es    wrong
450298734807883776    en    -1.43E+02    en    correct
450300403624976384    gl    -1.78E+02    es    wrong
450300756051374080    gl    -1.11E+02    es    wrong
450303189301334016    eu    -1.11E+02    eu    correct
450305253721001985    gl    -8.18E+01    es    wrong
450305554830086145    es    -1.22E+02    es    correct
450305720458969090    es    -3.95E+00    es    correct
450306579469189120    ca    -3.10E+01    es    wrong
450309306618216449    ca    -1.25E+02    es    wrong
450311745161396224    gl    -3.14E+01    es    wrong
450313273670656002    en    -1.24E+02    es    wrong
450314163819409408    ca    -1.40E+02    es    wrong
450314217900756992    eu    -2.96E+01    es    wrong
450314844416524288    eu    -9.06E+01    eu    correct
450315128769355776    gl    -2.12E+02    es    wrong
450315831524982784    gl    -1.89E+02    es    wrong
450317335266861057    gl    -1.77E+02    es    wrong
450318492487909377    gl    -3.85E+01    es    wrong
450321577943764992    gl    -7.63E+01    es    wrong
450326836531433472    es    -5.86E+01    es    correct
450328634964721664    es    -1.37E+02    es    correct
450328681505112065    gl    -3.19E+01    es    wrong
450331247529955328    gl    -2.06E+02    es    wrong
450333826041253888    es    -1.05E+02    es    correct
450334762461589504    es    -6.57E+01    es    correct
450334819592200192    es    -2.86E+01    es    correct
450339161267249152    es    -1.02E+02    es    correct
450339396072787968    gl    -5.47E+01    es    wrong
450340560830992386    gl    -8.16E+01    es    wrong
450343331042959360    gl    -1.41E+01    es    wrong
450344201365229568    eu    -5.47E+01    eu    correct
450344591792046081    eu    -1.17E+01    es    wrong
450345231582781440    es    -1.89E+01    es    correct
450345409425473536    gl    -1.78E+02    es    wrong
450348051195240448    eu    -7.93E+01    eu    correct
450348183160639488    gl    -9.03E+01    es    wrong
450349922370736128    pt    -1.92E+02    es    wrong
450351711107166209    es    -2.95E+01    es    correct
450353703649038336    eu    -1.32E+02    eu    correct
450354047556788227    gl    -1.73E+02    es    wrong
450355269206564864    gl    -1.70E+02    es    wrong
450355402015014912    pt    -7.26E+01    es    wrong
450355618898272256    gl    -5.05E+01    es    wrong
450357541395251200    gl    -7.60E+01    es    wrong
450363295120515073    es    -6.87E+01    es    correct
450363453166075905    gl    -8.22E+01    es    wrong
450363953768824832    gl    -1.47E+02    es    wrong
450367216656351232    pt    -1.71E+02    es    wrong
450367542457303040    gl    -5.38E+01    es    wrong
450367965595463680    gl    -5.03E+01    es    wrong
450372626943594497    gl    -4.81E+01    es    wrong
450372766353870848    gl    -6.80E+01    es    wrong
450374080685146113    pt    -1.64E+02    es    wrong
450374647801200642    gl    -1.82E+02    es    wrong
450375463312318464    gl    -4.31E+01    es    wrong
450376187010093057    es    -4.36E+01    es    correct
450376479818678272    eu    -7.04E+01    eu    correct
450377543536091136    es    -1.62E+02    es    correct
450378569957769216    gl    -6.64E+01    es    wrong
450379761819607040    es    -1.66E+01    es    correct
450379904803426304    eu    -5.02E+01    eu    correct
450380712534081536    gl    -7.42E+01    es    wrong
450381902491713536    gl    -2.47E+01    es    wrong
450382174920130560    eu    -9.80E+01    es    wrong
450383623561433088    gl    -2.08E+02    es    wrong
450384052634550272    gl    -2.15E+02    es    wrong
450385339962892289    gl    -1.06E+02    es    wrong
450385467331321857    eu    -1.65E+02    es    wrong
450385499937849344    en    -2.14E+02    es    wrong
450386504515608576    gl    -5.93E+01    es    wrong
450387946433421312    gl    -5.50E+01    es    wrong
450389717377638400    gl    -6.28E+01    es    wrong
450390452202930177    gl    -1.11E+02    es    wrong
450394084407255040    es    -8.45E+01    es    correct
450394265739218944    gl    -4.78E+01    es    wrong
450395212461117441    gl    -8.80E+01    es    wrong
