TWEETID    PREDICTEDVALUE    PROBABILITY    ACTUALVALUE RESULT
450038893623410688    eu    -1.80E+01    es wrong
450041407227834369    eu    -1.16E+02    es wrong
450041437393268736    gl    -1.01E+02    es wrong
450044203679383552    gl    -4.77E+01    es wrong
450044682429808640    gl    -3.60E+01    es wrong
450045486641471488    eu    -1.09E+02    es wrong
450045487869997056    en    -7.03E+01    en correct
450047849007685632    en    -2.27E+01    es wrong
450049484182278144    gl    -1.85E+02    es wrong
450051567862161408    gl    -6.56E+01    es wrong
450053388785709056    eu    -1.20E+01    eu correct
450054105789382656    gl    -1.73E+02    es wrong
450054825234157568    eu    -1.31E+02    eu correct
450055786719629313    gl    -8.84E+01    es wrong
450057375228370944    gl    -9.63E+01    es wrong
450058601521221632    gl    -9.91E+01    es wrong
450058680177033217    gl    -6.84E+01    es wrong
450058992153546752    eu    -6.13E+01    eu correct
450060741069250561    gl    -7.10E+01    es wrong
450060873403756545    eu    -6.35E+00    eu correct
450064202854838272    gl    -7.79E+01    es wrong
450066477803376640    gl    -8.87E+01    es wrong
450066519322812416    es    -2.29E+02    es correct
450067321827373056    eu    -9.79E+01    es wrong
450068034645143552    eu    -5.38E+01    eu correct
450070500325466112    gl    -1.81E+02    es wrong
450074267066331136    en    -6.27E+01    es wrong
450076963177525248    gl    -2.05E+02    es wrong
450090181249753088    gl    -7.99E+01    es wrong
450090911880736768    gl    -7.35E+01    es wrong
450106821211353088    eu    -5.91E+01    es wrong
450107633916469248    eu    -4.03E+01    es wrong
450112669849501698    gl    -4.78E+01    es wrong
450115180249501696    eu    -2.54E+01    es wrong
450140117546831872    en    -5.46E+01    es wrong
450155504485273600    eu    -5.39E+01    es wrong
450156640571232256    eu    -3.73E+01    es wrong
450161026412339200    eu    -7.20E+01    eu correct
450161437143732224    gl    -6.24E+01    es wrong
450174743736778752    eu    -1.99E+02    es wrong
450180030132654080    gl    -1.20E+02    es wrong
450185176208113664    gl    -1.19E+02    es wrong
450185489904328704    gl    -1.14E+02    es wrong
450187131026440192    eu    -8.22E+01    eu correct
450191749601046529    gl    -3.47E+01    es wrong
450191819603968000    gl    -4.32E+01    es wrong
450194086751125505    gl    -2.77E+01    es wrong
450196350660276224    eu    -1.83E+02    es wrong
450197902879899648    gl    -8.52E+01    es wrong
450201581976551424    gl    -1.39E+01    es wrong
450201909660762112    eu    -3.97E+01    eu correct
450202401455505408    gl    -1.02E+02    es wrong
450203869386387456    gl    -5.37E+01    es wrong
450211573198761984    gl    -8.91E+01    es wrong
450214413833089024    gl    -1.23E+02    es wrong
450217553353523200    gl    -1.01E+02    es wrong
450221721032085504    gl    -3.63E+01    es wrong
450222318728790016    gl    -1.37E+02    es wrong
450223073644785664    en    -4.17E+01    es wrong
450224156026896384    gl    -2.14E+02    es wrong
450224490157727744    gl    -1.02E+02    es wrong
450225333946843136    en    -4.91E+01    en correct
450229161941282817    gl    -1.36E+02    es wrong
450230054115868672    eu    -1.60E+02    es wrong
450233750891528192    gl    -9.84E+01    es wrong
450234303231037440    eu    -7.35E+01    es wrong
450234306204803072    eu    -1.84E+02    eu correct
450236251044859904    eu    -4.45E+01    eu correct
450237871291498496    eu    -8.72E+01    es wrong
450237949318545408    gl    -1.71E+02    es wrong
450241538573234176    gl    -2.32E+02    es wrong
450245178721193984    eu    -9.07E+01    es wrong
450247274091020290    en    -6.06E+01    pt wrong
450248934209101825    es    -6.51E+01    es correct
450249097069752320    gl    -5.81E+01    es wrong
450250841333968896    eu    -1.35E+02    eu correct
450254436032864256    gl    -4.47E+01    es wrong
450256750172995584    gl    -2.08E+02    es wrong
450257457726910464    ca    -9.20E+01    es wrong
450261681101606912    eu    -1.35E+02    eu correct
450263371615830016    gl    -1.77E+02    es wrong
450265012201082880    gl    -1.83E+02    es wrong
450265259375616000    eu    -1.75E+02    es wrong
450265833047339008    eu    -3.89E+01    es wrong
450266161532649472    eu    -1.15E+02    es wrong
450272466578186240    gl    -8.05E+01    es wrong
450273940062339072    pt    -2.04E+02    es wrong
450273985943859200    eu    -1.23E+02    es wrong
450277432499916800    eu    -4.95E+01    eu correct
450277655087448064    gl    -1.04E+02    es wrong
450278758776590336    eu    -1.65E+02    es wrong
450289303030333440    gl    -1.34E+02    es wrong
450290202859560960    eu    -1.51E+02    es wrong
450294938245554176    gl    -1.09E+02    es wrong
450296661483745281    eu    -2.94E+01    es wrong
450298255612862464    gl    -1.62E+02    es wrong
450298734807883776    en    -1.55E+02    en correct
450300403624976384    gl    -1.91E+02    es wrong
450300756051374080    gl    -1.17E+02    es wrong
450303189301334016    eu    -1.10E+02    eu correct
450305253721001985    gl    -8.46E+01    es wrong
450305554830086145    eu    -1.37E+02    es wrong
450305720458969090    es    -3.94E+00    es correct
450306579469189120    gl    -3.15E+01    es wrong
450309306618216449    gl    -1.31E+02    es wrong
450311745161396224    gl    -3.33E+01    es wrong
450313273670656002    eu    -1.31E+02    es wrong
450314163819409408    gl    -1.50E+02    es wrong
450314217900756992    eu    -3.10E+01    es wrong
450314844416524288    eu    -9.16E+01    eu correct
450315128769355776    gl    -2.22E+02    es wrong
450315831524982784    eu    -1.97E+02    es wrong
450317335266861057    gl    -1.90E+02    es wrong
450318492487909377    gl    -4.05E+01    es wrong
450321577943764992    gl    -8.27E+01    es wrong
450326836531433472    ca    -6.26E+01    es wrong
450328634964721664    es    -1.48E+02    es correct
450328681505112065    gl    -3.38E+01    es wrong
450331247529955328    gl    -2.15E+02    es wrong
450333826041253888    gl    -1.15E+02    es wrong
450334762461589504    gl    -7.23E+01    es wrong
450334819592200192    gl    -3.07E+01    es wrong
450339161267249152    es    -1.16E+02    es correct
450339396072787968    eu    -5.81E+01    es wrong
450340560830992386    eu    -8.71E+01    es wrong
450343331042959360    gl    -1.48E+01    es wrong
450344201365229568    eu    -5.45E+01    eu correct
450344591792046081    eu    -1.06E+01    es wrong
450345231582781440    gl    -1.95E+01    es wrong
450345409425473536    gl    -1.86E+02    es wrong
450348051195240448    eu    -7.89E+01    eu correct
450348183160639488    gl    -9.70E+01    es wrong
450349922370736128    gl    -1.97E+02    es wrong
450351711107166209    ca    -3.13E+01    es wrong
450353703649038336    eu    -1.31E+02    eu correct
450354047556788227    eu    -1.83E+02    es wrong
450355269206564864    gl    -1.79E+02    es wrong
450355402015014912    pt    -7.85E+01    es wrong
450355618898272256    gl    -5.38E+01    es wrong
450357541395251200    eu    -8.01E+01    es wrong
450363295120515073    gl    -7.39E+01    es wrong
450363453166075905    eu    -8.62E+01    es wrong
450363953768824832    eu    -1.57E+02    es wrong
450367216656351232    gl    -1.83E+02    es wrong
450367542457303040    gl    -5.75E+01    es wrong
450367965595463680    gl    -5.35E+01    es wrong
450372626943594497    gl    -5.09E+01    es wrong
450372766353870848    eu    -7.02E+01    es wrong
450374080685146113    pt    -1.77E+02    es wrong
450374647801200642    gl    -1.91E+02    es wrong
450375463312318464    gl    -4.59E+01    es wrong
450376187010093057    en    -4.76E+01    es wrong
450376479818678272    eu    -6.98E+01    eu correct
450377543536091136    eu    -1.75E+02    es wrong
450378569957769216    gl    -7.01E+01    es wrong
450379761819607040    es    -1.79E+01    es correct
450379904803426304    eu    -4.92E+01    eu correct
450380712534081536    gl    -7.82E+01    es wrong
450381902491713536    gl    -2.63E+01    es wrong
450382174920130560    eu    -9.99E+01    es wrong
450383623561433088    gl    -2.21E+02    es wrong
450384052634550272    eu    -2.30E+02    es wrong
450385339962892289    gl    -1.12E+02    es wrong
450385467331321857    eu    -1.71E+02    es wrong
450385499937849344    eu    -2.22E+02    es wrong
450386504515608576    gl    -6.30E+01    es wrong
450387946433421312    gl    -5.73E+01    es wrong
450389717377638400    gl    -6.70E+01    es wrong
450390452202930177    gl    -1.16E+02    es wrong
450394084407255040    eu    -8.70E+01    es wrong
450394265739218944    gl    -4.91E+01    es wrong
450395212461117441    gl    -8.95E+01    es wrong
450395929318031360    gl    -1.08E+02    es wrong
450397179476451329    gl    -2.08E+01    es wrong
450398204312694784    gl    -8.53E+01    es wrong
450398457728356352    gl    -1.29E+02    es wrong
450400010417750016    eu    -9.70E+01    eu correct
450401444873895936    gl    -9.81E+01    es wrong
450401851855618048    gl    -9.29E+01    es wrong
450402938083897344    gl    -1.14E+02    es wrong
450403369929416704    en    -9.88E+01    es wrong
450407824913612801    gl    -7.55E+01    es wrong
450409769090973696    gl    -4.73E+01    es wrong
450412092735365120    gl    -7.14E+01    es wrong
450412625978200066    gl    -1.40E+02    es wrong
450414367675523072    gl    -1.98E+02    es wrong
450415034037194752    eu    -5.14E+01    es wrong
450416040091336704    gl    -6.49E+01    es wrong
450436214311903232    en    -3.14E+01    es wrong
450448295564148737    eu    -1.52E+01    en wrong
450485359806529536    eu    -7.64E+01    es wrong
450493511570558976    pt    -6.90E+01    pt correct
450498476678602752    gl    -2.45E+01    es wrong
450502439343775744    es    -3.88E+00    es correct
450504477280595968    gl    -1.10E+02    es wrong
450506635749130241    eu    -9.36E+01    es wrong
450511568443568128    eu    -4.27E+00    eu correct
450523224884125696    gl    -1.67E+02    es wrong
450523519735316480    eu    -1.83E+02    es wrong
450524051984101376    eu    -7.12E+01    eu correct
450527199511478272    eu    -4.10E+01    eu correct
450528667798888448    en    -4.30E+01    en correct
450533440904232960    eu    -1.22E+02    es wrong
450535145448415232    eu    -2.05E+02    es wrong
450535439418814464    gl    -1.21E+02    es wrong
450540683527737344    en    -9.59E+01    es wrong
450545812444299264    gl    -8.16E+01    es wrong
450546929861406721    gl    -1.66E+02    es wrong
450549819229347840    gl    -9.01E+01    es wrong
450549970454974464    eu    -2.14E+02    es wrong
450551845074010112    gl    -8.24E+01    es wrong
450553687027748864    gl    -2.15E+02    es wrong
450567163649486848    es    -3.02E+01    es correct
450568060194537472    gl    -2.22E+02    es wrong
450575348548530176    gl    -1.75E+02    es wrong
450579682099216384    gl    -8.80E+01    es wrong
450580290470428672    gl    -1.82E+02    es wrong
450584851385958401    gl    -8.44E+01    es wrong
450589792657764352    gl    -1.69E+01    es wrong
450590114033729536    ca    -1.12E+02    es wrong
450602122392772609    eu    -5.85E+01    es wrong
450602687609200640    gl    -8.28E+01    es wrong
450602884187844608    eu    -8.02E+01    es wrong
450602940810919936    eu    -7.63E+01    es wrong
450607262248472576    gl    -1.16E+02    es wrong
450607335539752960    gl    -5.05E+01    es wrong
450608725267857408    es    -2.05E+02    es correct
450612302770098176    ca    -1.35E+02    en wrong
450613032251834368    gl    -2.06E+02    es wrong
450613663486201857    gl    -6.78E+01    es wrong
450618001654820864    gl    -1.23E+02    es wrong
450620336909082624    gl    -2.10E+02    es wrong
450622043739148288    gl    -1.32E+02    es wrong
450626005963931648    eu    -2.05E+01    es wrong
450626761957859328    gl    -1.24E+02    es wrong
450628965657755648    eu    -6.46E+01    eu correct
450640087546888192    gl    -4.38E+01    es wrong
450641914996727808    gl    -8.94E+01    es wrong
450645822905253888    eu    -2.91E+01    es wrong
450648681138884608    es    -5.54E+01    es correct
450654576795189248    eu    -4.57E+01    es wrong
450656646482919424    gl    -3.35E+01    es wrong
450661737222926336    gl    -3.19E+01    es wrong
450664352442748930    eu    -1.32E+02    es wrong
450665194130509824    eu    -2.02E+02    eu correct
450666063836221441    eu    -2.03E+02    eu correct
450672969946525696    eu    -3.98E+01    es wrong
450677624634097664    eu    -5.28E+01    es wrong
450678425897164800    en    -8.65E+01    es wrong
450682221033443328    en    -7.44E+01    es wrong
450683864923799552    gl    -1.34E+02    es wrong
450684046696513536    eu    -4.27E+01    es wrong
450684662692978688    gl    -8.41E+01    es wrong
450685085650788353    gl    -4.62E+01    es wrong
450687778628861952    gl    -6.36E+01    es wrong
450691625560576000    gl    -9.66E+01    es wrong
450693896985903105    gl    -9.94E+01    es wrong
450695953390252033    eu    -4.37E+01    es wrong
450696466991153153    eu    -7.16E+01    eu correct
450697226713837568    eu    -4.93E+01    eu correct
450699752947347456    gl    -8.35E+01    es wrong
450703737477406720    eu    -1.07E+02    es wrong
450704671246942208    gl    -4.50E+01    es wrong
450705997393567744    gl    -9.33E+01    es wrong
450706781145411584    gl    -1.04E+02    es wrong
450710233233772545    gl    -9.01E+00    es wrong
450712336345882624    gl    -5.71E+01    es wrong
450713435450662912    gl    -1.14E+02    es wrong
450714079259537408    en    -2.12E+02    es wrong
450714378497966080    gl    -2.14E+02    es wrong
450716210976411648    gl    -1.69E+02    es wrong
450716380430880768    eu    -2.27E+02    es wrong
450717195010842624    eu    -5.29E+01    es wrong
450719238286999552    gl    -1.72E+02    es wrong
450720527402151936    gl    -1.32E+02    es wrong
450721145478971392    es    -4.60E+01    es correct
450724199708237825    eu    -9.62E+01    es wrong
450725730448850944    gl    -7.01E+01    es wrong
450725894307721216    eu    -8.51E+01    es wrong
450726506730639360    gl    -2.06E+02    es wrong
450726520781561858    eu    -1.36E+02    eu correct
450726605078683648    es    -7.48E+01    es correct
450726956456509441    eu    -8.84E+01    es wrong
450727231921602561    gl    -1.47E+02    es wrong
